"","regulatory.gene","target.gene","weight"
"61","MEF2D","TCF7L2",0.0266011234601496
"62","NFAT5","KDM2B",0.0264769491331776
"63","ZNF280D","CTCF",0.0264105142052988
"64","ZNF318","ZNF280D",0.0262597130240952
"65","MZF1","SREBF1",0.0261966690426224
"66","AEBP1","ZNF503",0.0261601020773363
"67","ZBTB1","ZNF75D",0.0261154818751894
"68","ARID5B","POU2F2",0.0260415720413608
"69","ZNF274","GPBP1",0.0259585572418576
"70","ZNF718","ZNF579",0.0257634913619225
"71","ZNF318","TET3",0.0257608627997189
"72","SMAD4","TCF3",0.0257284099139943
"73","SP110","NR1H2",0.0256049688057021
"74","NFIL3","MAF",0.0255788331758961
"75","CPEB1","HDX",0.0255571088766458
"76","IRF8","ZNF680",0.0254979166043645
"77","MAFB","MYCL",0.0253564948551961
"78","ZXDC","KDM2A",0.0253132507248889
"79","ZEB1","ZNF33A",0.0252768919837188
"80","ZBTB5","HIVEP1",0.0252049431153016
"81","ZXDC","NR2C2",0.0251999808800093
"82","ETS1","ZNF524",0.0251906292300452
"83","ZSCAN2","ZMAT1",0.025163276123092
"84","ZNF439","FOS",0.025155708515575
"85","ZNF440","ZNF480",0.0251194629752728
"86","ZBTB7A","ZKSCAN8",0.0250857260833236
"87","HMGN3","ZNF473",0.0250718546485426
"88","HIVEP1","MAF",0.025050804180219
"89","ZBTB1","ZNF880",0.0249951226119806
"90","ZNF436","ZNF18",0.0249567680757102
"91","HMGN3","KLF6",0.0248679901477885
"92","ZNF101","SREBF1",0.0248431098156252
"93","DRAP1","GLMP",0.0248422534284221
"94","NCOA1","SOX12",0.0248414524974554
"95","ZNF559","ZNF14",0.0247594724124986
"96","ZBTB10","NR4A2",0.0247347798225898
"97","CHCHD3","ZNF142",0.0246744041552584
"98","MEF2B","MYCL",0.0245706262959453
"99","SP110","SETDB1",0.0245541348989657
"100","ZNF664","ZNF639",0.024519460263351
"101","ZNF549","KDM2A",0.0244534474459224
"102","CEBPD","ZNF101",0.0243835669139673
"103","THAP7","HMGN3",0.0243430913955557
"104","ZNF664","POU2F2",0.0243386810795499
"105","ZKSCAN1","ARNT",0.0243262926429151
"106","MBD1","TET3",0.0242712689781089
"107","EGR1","ZNF207",0.0242651064904244
"108","ZKSCAN8","E2F1",0.0242203550536172
"109","ETS1","ZNF700",0.0242018439946849
"110","ZNF814","ZNF354C",0.024143080617655
"111","FIZ1","ZNF776",0.0241418562517941
"112","ZNF101","MAFB",0.0241345501550841
"113","ZNF444","ZBTB26",0.024127500314459
"114","ZNF217","FOSB",0.0240942115472274
"115","ZNF672","ZBTB44",0.0240705382983284
"116","ZKSCAN8","ZBTB4",0.0240111983995281
"117","ZNF225","NR4A1",0.0239791035980117
"118","SP110","RREB1",0.0239189253627048
"119","ZKSCAN1","SPEN",0.0238454830518044
"120","ZNF510","CAMTA2",0.0237986470807636
"121","ZNF217","JUNB",0.0237323187970724
"122","IRF4","SREBF1",0.0236521195302832
"123","NR3C1","HIVEP1",0.0236400041699015
"124","JUNB","ZNF787",0.0236348968642007
"125","MEF2C","ZNF197",0.0236122817962855
"126","ATF6","MSC",0.0235421789393266
"127","ZEB1","VEZF1",0.0234602357704515
"128","MYB","HMG20A",0.0234492409549301
"129","ZNF280D","ZNF831",0.0234292634617276
"130","TBPL1","ZNF140",0.0234038143020947
"131","MYBL2","RXRA",0.0233553242094152
"132","ZNF518A","ZNF431",0.0232445906876177
"133","HIVEP1","TFEB",0.0232338782129133
"134","SP110","ZBTB38",0.0232315372270647
"135","HHEX","BHLHE40",0.0232256394740759
"136","ZNF793","ZNF823",0.023182839536876
"137","FOXJ2","ZNF623",0.0231669184728645
"138","TGIF1","SETBP1",0.0231628206658235
"139","NFATC1","MTF1",0.0231450061408818
"140","EPAS1","ZNF33B",0.0230924931180827
"141","ZNF217","ZNF225",0.0230763914135338
"142","NCOA2","NFAT5",0.0230609349873354
"143","ZKSCAN8","CXXC5",0.0230599703840952
"144","TRPS1","MSANTD3",0.0230482396381101
"145","MAFB","SPIB",0.0230396937341807
"146","LYL1","ZKSCAN1",0.0230353796672011
"147","IRF1","HMGA1",0.0230273303820437
"148","CENPB","BCL11A",0.0230075050111411
"149","ZNF280D","ZBTB18",0.0230049041832313
"150","E2F3","JAZF1",0.0229703914928365
"151","SON","ZNF384",0.0229529573917
"152","ZNF675","ELF2",0.0229434379310657
"153","ZNF318","SP110",0.0229052599521218
"154","KMT2A","ZNF470",0.0228610476065512
"155","RXRA","MAFB",0.022858425397183
"156","ZNF212","CXXC5",0.0228137305113274
"157","ZNF217","PURA",0.0227878040163251
"158","ZEB2","HDX",0.0227759851474801
"159","IRF5","MYCL",0.0227722358814994
"160","ZEB1","ZBTB40",0.0227230200759981
"161","ANKZF1","ZBTB40",0.0226971474947546
"162","ZNF225","JUNB",0.0225950947218223
"163","ZNF664","SNAPC5",0.0225943850978401
"164","ANKZF1","ZFP64",0.0225419659382388
"165","CENPT","ZNF77",0.0225417939924941
"166","ZNF675","PRDM2",0.0225362060575941
"167","ZNF574","ZNF266",0.0225138793370797
"168","ZNF197","CREB1",0.0224909539153745
"169","KLF8","ZNF689",0.0224268826460268
"170","ZFP91","SNAI3",0.0224149553543114
"171","MYBL2","ZBTB4",0.0224100449935514
"172","TFDP1","MAFB",0.0224032584058632
"173","ZNF528","ZNF576",0.0224009490183432
"174","THAP7","NFAT5",0.0223738093655209
"175","HIVEP2","SP1",0.0223510919610541
"176","TEF","MYBL2",0.0223286275271002
"177","ZNF280D","TET3",0.0223265587007899
"178","CEBPZ","ELF4",0.0223202468371857
"179","IRF5","AHR",0.022303998395815
"180","ATF2","JUNB",0.0222968164641245
"181","KLF13","MEF2D",0.0222852700806507
"182","ZNF780A","ZFP28",0.0222629985244137
"183","SPIB","NR4A2",0.0222455150377245
"184","ZNF200","ZKSCAN5",0.0221975948350929
"185","POU6F1","ZNF211",0.0221864929837938
"186","TGIF1","ZNF860",0.0221700279508955
"187","ARID3A","ZNF789",0.0221439314232646
"188","MEF2B","SPIB",0.0221344120840625
"189","MEF2C","ZNF160",0.0221265479497435
"190","E2F5","ZNF675",0.0221154315935853
"191","E2F5","PBX2",0.0220553833764511
"192","HIVEP1","NFKB2",0.0220516891280897
"193","NFX1","KLF6",0.0220194704424125
"194","SAFB","CSRNP1",0.0220048919001008
"195","ZBTB7A","ZNF404",0.0219774061567973
"196","AEBP1","EGR2",0.0219609175703129
"197","MBD1","ZSCAN30",0.0219593220365023
"198","ZNF318","ZNF395",0.0219491820008044
"199","DOT1L","DEAF1",0.0219365655978518
"200","NFATC1","ZKSCAN8",0.0219302148468075
"201","MLXIP","ZBTB7A",0.0219210167964861
"202","ZBTB32","SPIB",0.0218870050412496
"203","MAFB","TCFL5",0.0218828823208807
"204","HIVEP2","VEZF1",0.0218571591557427
"205","ZNF77","ZNF780B",0.0218561996270519
"206","ZNF225","ZFPM1",0.0218360352158193
"207","ZNF664","NFIC",0.0218111547647328
"208","ZNF335","TP73",0.0218108769507661
"209","E2F4","ZSCAN25",0.0217710753507601
"210","JUNB","ZNF777",0.0217602984248172
"211","ZNF90","ZNF768",0.0217039104899014
"212","ZNF551","FOXP4",0.0216822127166784
"213","IKZF3","HHEX",0.0216782823766459
"214","ZBTB32","MYCL",0.0216446697825946
"215","ZNF416","ZNF318",0.021624773274257
"216","POU2AF1","KLF9",0.0216183033313115
"217","E2F2","PRDM1",0.0216108954875651
"218","FLI1","ZBED5",0.021605367488737
"219","ZSCAN16","ZBTB5",0.0215884371733356
"220","ZNF225","RELA",0.0215857951127923
"221","MYCL","BCL6",0.021579582508167
"222","ZNF416","ZNF548",0.021571223470551
"223","E2F1","MYCL",0.0215709623934698
"224","GTF2B","ZFY",0.0215690081747889
"225","ETS2","CSRNP1",0.0215554399329879
"226","ZBTB25","MYB",0.0215313650134147
"227","CHCHD3","ZHX2",0.0215096977001358
"228","KLF8","ZBTB18",0.0215048779752068
"229","ZNF836","ZNF287",0.021462743346688
"230","ZNF14","ZNF503",0.0214417511237057
"231","MYCL","AHR",0.0214260472821103
"232","ZNF404","ZNF266",0.0214047004737797
"233","IKZF3","BHLHE40",0.0213860051932424
"234","MEF2D","ARID3A",0.0213693221358155
"235","E2F5","ETS1",0.0213553007626384
"236","ATF2","FOXN2",0.0213287601684875
"237","KLF10","E2F1",0.0213223685377886
"238","ETS2","AHR",0.021275632800591
"239","CSRNP1","SPIB",0.0212724953447512
"240","ZNF672","GLMP",0.0212639747657774
"241","ZFP82","IKZF5",0.0212159123037944
"242","NFATC2","CEBPB",0.0211860531069651
"243","ZNF43","ZNF564",0.0211802888043594
"244","ZNF100","ZNF524",0.0211678874112051
"245","ZNF549","ZNF592",0.0211466710645845
"246","SP100","FOXM1",0.0211372195581851
"247","ZNF217","ATF2",0.0211167361859089
"248","GTF2I","ZNF48",0.0211120756764908
"249","ZNF419","IRF1",0.0211106733927011
"250","ZBTB4","NFATC3",0.0211002245672976
"251","ZNF274","HOXB2",0.0210965138384539
"252","ZNF549","TOPORS",0.0210882196598146
"253","ZNF24","TCFL5",0.0210623163015527
"254","ATF2","JUND",0.0210555757025205
"255","TFCP2","ZNF324B",0.0210543941277036
"256","ZNF79","RORA",0.0210404265908696
"257","KLF8","NR1D2",0.0210058415343583
"258","STAT6","KLF6",0.0209814755595406
"259","ZXDC","NCOA2",0.0209730784159037
"260","AKAP8L","MXD3",0.0209522528248384
"261","ZNF121","ZNF790",0.020938451145199
"262","NCOA2","ZNF564",0.0209335722447354
"263","JUNB","RELA",0.0209105038912178
"264","ZNF483","CENPBD1",0.0209063770995805
"265","ZNF318","STAT2",0.0209006865303729
"266","TFCP2","ZBTB45",0.0208843638858
"267","ETS1","KLF13",0.020845975896849
"268","ZNF514","CENPB",0.0208412634571209
"269","E2F2","KLF6",0.0207898100655015
"270","ZNF675","ZNF800",0.0207354880786513
"271","JUNB","BCL11A",0.0207352807971037
"272","ZNF559","YBX1",0.0207283490543199
"273","ZBTB10","ELF1",0.0207132396056171
"274","ZNF549","ZNF721",0.0207043432083441
"275","ZKSCAN1","DNTTIP1",0.0206780537554912
"276","ZFP69B","TFAP2E",0.0206667842726801
"277","ZNF610","ZNF691",0.0206471855012694
"278","REL","ZNF233",0.020636150897033
"279","KLF11","TCFL5",0.0206323469631373
"280","ZNF234","UBP1",0.0206268027197938
"281","ATF2","ZNF436",0.0206207252474252
"282","HIVEP2","ZNF33A",0.0206106866491075
"283","HIVEP1","FLI1",0.0205729665623896
"284","ZNF581","CSRNP1",0.0205447913683596
"285","ZNF551","ZNF385C",0.0205230714118232
"286","ZNF337","FOXO4",0.0205087477853662
"287","ZNF528","CIC",0.0205059175987393
"288","ZNF107","HHEX",0.0205034094177959
"289","ZBTB7B","ZNF395",0.0204634743541775
"290","BAZ2B","SKIL",0.0204567403970191
"291","MXD1","CEBPD",0.0204335835952978
"292","ATF2","ZNF394",0.0204150915569631
"293","THAP7","ZNF581",0.0204021422219106
"294","SP110","ZNF641",0.0203806217142839
"295","IRF9","KLF13",0.0203800435269265
"296","ZNF737","LEF1",0.020316875381945
"297","ZBTB7A","ZNF267",0.0203012546807744
"298","ZNF148","NRF1",0.0202956531864036
"299","ZNF568","ZBTB1",0.0202869448333357
"300","NCOA2","SRCAP",0.020285644391413
"301","ZNF202","KLF5",0.0202719508527718
"302","FOXJ2","HMG20A",0.0202571215531664
"303","ATF5","ZBTB32",0.0202467699560586
"304","IKZF3","ZBTB7A",0.0202350800177599
"305","ATMIN","TCFL5",0.0202115364314935
"306","ZHX2","SKOR1",0.0202114673944779
"307","THYN1","YBX3",0.0201834758955411
"308","ZKSCAN8","ZNF367",0.0201834229911001
"309","FLI1","BHLHE40",0.0201538301926898
"310","ARNT","ZNF776",0.0201355868629342
"311","MAF","ZIK1",0.0201327914978603
"312","CENPX","SP140",0.0201260516770182
"313","ZNF100","KLF9",0.0200544885128632
"314","ZNF217","UBP1",0.0200474973697831
"315","ZNF41","ZBTB11",0.0200438541996814
"316","ZNF318","PBX2",0.0200400471850689
"317","STAT6","FOS",0.0200364079490532
"318","ZNF625","NCOA2",0.0200323468310482
"319","ZBTB42","HSF1",0.020013525184339
"320","ZNF318","SPEN",0.0200076772161759
